1 1 1 0
1 2 1 0
1 3 1 0
1 4 1 0
1 5 1 0
1 6 1 0
1 7 1 0
1 8 1 0
1 9 1 0
1 10 1 0
1 11 1 0
1 12 1 0
1 13 1 0
1 14 1 0
1 15 1 0
1 16 1 0
1 17 1 0
1 18 1 0
1 19 1 0
1 20 1 0
1 21 1 0
1 22 1 0
1 23 1 0
1 24 1 0
1 25 1 0
1 26 1 0
1 27 1 0
1 28 1 0
1 29 1 0
1 30 1 0
1 31 1 0
1 32 1 0
1 33 1 0
1 34 1 0
1 35 1 0
1 36 1 0
1 37 1 0
1 38 1 0
1 39 1 0
1 40 1 0
1 41 1 0
1 42 1 0
1 43 1 0
1 44 1 0
1 45 1 0
1 46 1 0
1 47 1 0
1 48 1 0
1 49 1 0
1 50 1 0
1 51 1 0
1 52 1 0
1 53 1 0
1 54 1 0
1 55 1 0
1 56 1 0
1 57 1 0
1 58 1 0
1 59 1 0
1 60 1 0
1 61 1 0
1 62 1 0
1 63 1 0
1 64 1 0
1 65 1 0
1 66 1 0
1 67 1 0
1 68 1 0
1 69 1 0
1 70 1 0
1 71 1 0
1 72 1 0
1 73 1 0
1 74 1 0
1 75 1 0
1 76 1 0
1 77 1 0
1 78 1 0
1 79 1 0
1 80 1 0
1 81 1 0
1 82 1 0
1 83 1 0
1 84 1 0
1 85 1 0
1 86 1 0
1 87 1 0
1 88 1 0
1 89 1 0
1 90 1 0
1 91 1 0
1 92 1 0
1 93 1 0
1 94 1 0
1 95 1 0
1 96 1 0
1 97 1 0
1 98 1 0
1 99 1 0
1 100 1 0
2 1 1.42502 0
2 2 1.41042 0.0145966
2 3 1.42615 0.0178423
2 4 1.42374 0.0128444
2 5 1.41809 0.0114399
2 6 1.41474 0.00992461
2 7 1.41422 0.00840381
2 8 1.41339 0.00732505
2 9 1.41379 0.00647227
2 10 1.40479 0.0106998
2 11 1.40941 0.0107226
2 12 1.41118 0.00994763
2 13 1.41181 0.00917216
2 14 1.40499 0.010888
2 15 1.40441 0.010153
2 16 1.40309 0.00958834
2 17 1.40705 0.00983793
2 18 1.40247 0.010346
2 19 1.40514 0.0101451
2 20 1.40818 0.0100925
2 21 1.40644 0.00975604
2 22 1.40664 0.00930422
2 23 1.40675 0.00889121
2 24 1.40688 0.00851359
2 25 1.40776 0.00821346
2 26 1.40761 0.00789258
2 27 1.4084 0.00763529
2 28 1.40721 0.00745377
2 29 1.40853 0.00731339
2 30 1.40854 0.00706541
2 31 1.41024 0.00704102
2 32 1.40993 0.00682414
2 33 1.41005 0.00661509
2 34 1.4121 0.00673885
2 35 1.41021 0.00681117
2 36 1.41147 0.00673693
2 37 1.41111 0.00656193
2 38 1.41028 0.0064404
2 39 1.40809 0.0066457
2 40 1.40869 0.00650533
2 41 1.40817 0.00636578
2 42 1.40698 0.00632578
2 43 1.4045 0.00665497
2 44 1.40566 0.00660448
2 45 1.40648 0.00650704
2 46 1.40813 0.00657631
2 47 1.40774 0.00644707
2 48 1.40786 0.0063125
2 49 1.40784 0.00618239
2 50 1.4074 0.00607335
2 51 1.40834 0.00602693
2 52 1.40882 0.00592957
2 53 1.40882 0.00581662
2 54 1.40927 0.005725
2 55 1.40923 0.00562009
2 56 1.40959 0.00553065
2 57 1.40872 0.00550141
2 58 1.4094 0.00544809
2 59 1.40882 0.00538643
2 60 1.40932 0.00531966
2 61 1.40977 0.005251
2 62 1.40891 0.00523636
2 63 1.40764 0.00530739
2 64 1.4082 0.00525421
2 65 1.408 0.00517663
2 66 1.40854 0.0051256
2 67 1.40829 0.00505438
2 68 1.40889 0.00501458
2 69 1.40907 0.00494467
2 70 1.40886 0.00487807
2 71 1.40923 0.00482341
2 72 1.40833 0.00484028
2 73 1.40745 0.00485332
2 74 1.40882 0.00497777
2 75 1.40855 0.00491846
2 76 1.40829 0.00485994
2 77 1.40929 0.00489965
2 78 1.41013 0.00490881
2 79 1.40946 0.00489259
2 80 1.41028 0.00490028
2 81 1.41015 0.0048413
2 82 1.41015 0.0047819
2 83 1.41125 0.00485002
2 84 1.4111 0.0047943
2 85 1.41033 0.00479988
2 86 1.4099 0.00476288
2 87 1.41001 0.00470908
2 88 1.41006 0.00465553
2 89 1.40965 0.00462157
2 90 1.40969 0.00457012
2 91 1.40947 0.00452505
2 92 1.40918 0.00448495
2 93 1.40941 0.00444245
2 94 1.41009 0.00444786
2 95 1.41075 0.00444926
2 96 1.41101 0.00441054
2 97 1.41188 0.00445074
2 98 1.41264 0.0044703
2 99 1.41279 0.00442726
2 100 1.41249 0.00439311
3 1 1.72955 0
3 2 1.76249 0.0329344
3 3 1.70305 0.0623996
3 4 1.68625 0.0472163
3 5 1.68954 0.0367216
3 6 1.69542 0.0305548
3 7 1.69656 0.0258486
3 8 1.69589 0.0223954
3 9 1.71152 0.0251825
3 10 1.70878 0.0226895
3 11 1.70956 0.0205382
3 12 1.71519 0.0195755
3 13 1.71534 0.0180075
3 14 1.7139 0.0167334
3 15 1.7053 0.017794
3 16 1.70782 0.0168342
3 17 1.71249 0.0164886
3 18 1.7152 0.0157798
3 19 1.71137 0.015411
3 20 1.71762 0.0159027
3 21 1.71452 0.0154414
3 22 1.71418 0.0147268
3 23 1.71538 0.0141233
3 24 1.7159 0.013532
3 25 1.71563 0.0129823
3 26 1.71816 0.0127287
3 27 1.72189 0.0128028
3 28 1.7229 0.0123785
3 29 1.72488 0.012107
3 30 1.72541 0.0117084
3 31 1.72535 0.0113246
3 32 1.72585 0.0109767
3 33 1.72535 0.0106509
3 34 1.72713 0.0104855
3 35 1.72831 0.0102497
3 36 1.72694 0.0100547
3 37 1.72765 0.0098045
3 38 1.72571 0.0097382
3 39 1.72648 0.00951712
3 40 1.72817 0.00942783
3 41 1.72961 0.0093077
3 42 1.72796 0.00923298
3 43 1.72846 0.00902957
3 44 1.72669 0.00899659
3 45 1.72727 0.00881306
3 46 1.72844 0.00869845
3 47 1.72811 0.00851774
3 48 1.72655 0.00848331
3 49 1.72503 0.00844581
3 50 1.7252 0.00827684
3 51 1.72391 0.0082139
3 52 1.72394 0.00805442
3 53 1.72483 0.00795133
3 54 1.7251 0.00780757
3 55 1.7241 0.00773012
3 56 1.72411 0.00759084
3 57 1.72561 0.00760566
3 58 1.72582 0.00747636
3 59 1.72693 0.00743183
3 60 1.72605 0.00735891
3 61 1.72553 0.0072561
3 62 1.72545 0.00713858
3 63 1.72427 0.00712343
3 64 1.72375 0.00703044
3 65 1.72235 0.00706033
3 66 1.72304 0.00698593
3 67 1.72291 0.00688205
3 68 1.72357 0.00681209
3 69 1.72426 0.00674849
3 70 1.72379 0.00666824
3 71 1.72332 0.00659055
3 72 1.72401 0.0065348
3 73 1.72321 0.00649411
3 74 1.72196 0.00652651
3 75 1.72213 0.00644119
3 76 1.7224 0.00636167
3 77 1.72228 0.00627963
3 78 1.72318 0.0062639
3 79 1.72272 0.00620123
3 80 1.72235 0.00613428
3 81 1.72139 0.00613403
3 82 1.72094 0.00607542
3 83 1.72179 0.00606088
3 84 1.72146 0.00599737
3 85 1.72239 0.00599984
3 86 1.72231 0.00593029
3 87 1.72225 0.00586204
3 88 1.72268 0.00581129
3 89 1.72204 0.00578142
3 90 1.72292 0.00578381
3 91 1.72324 0.0057291
3 92 1.72335 0.00566755
3 93 1.72398 0.00564131
3 94 1.72469 0.00562624
3 95 1.72395 0.00561555
3 96 1.72408 0.00555813
3 97 1.72395 0.00550197
3 98 1.72387 0.00544611
3 99 1.72456 0.00543413
3 100 1.72445 0.00538046
4 1 2.08362 0
4 2 2.0156 0.0680207
4 3 2.03428 0.0434868
4 4 2.03524 0.030765
4 5 2.019 0.0288403
4 6 2.01002 0.0252026
4 7 2.00827 0.0213715
4 8 2.01128 0.0187509
4 9 1.99397 0.0239361
4 10 1.98625 0.0227589
4 11 1.98977 0.0208838
4 12 1.9916 0.0191517
4 13 1.98877 0.017842
4 14 1.98836 0.0165235
4 15 1.98276 0.0163724
4 16 1.99424 0.0191417
4 17 1.9963 0.0180979
4 18 1.9946 0.0171465
4 19 1.99479 0.0162201
4 20 1.99614 0.0154463
4 21 1.9955 0.0147062
4 22 2.00181 0.0153778
4 23 2.00718 0.0156453
4 24 2.01164 0.0156291
4 25 2.0135 0.0151057
4 26 2.01415 0.0145275
4 27 2.00828 0.0151611
4 28 2.00943 0.0146546
