#      BLOCK:      ACTUAL_T:            T_AVE:             ERROR:
         1         1.151275615         1.151275615                   0
         2        0.5085343459        0.8299049803        0.2272433549
         3        0.6761170811        0.7786423472        0.1571712847
         4        0.7989375419        0.7837161459        0.1179603312
         5        0.7645770941        0.7798883355       0.09443035072
         6        0.7684777351        0.7779865688       0.07871110679
         7        0.8360453028        0.7862806737       0.06790224836
         8        0.8299208871        0.7917357003       0.05963318353
         9        0.8168801986        0.7945295335       0.05307267988
        10        0.7968872884         0.794765309        0.0477659356
        11        0.7751127221        0.7929787102       0.04345697723
        12         0.827523817        0.7958574691        0.0399307987
        13        0.7819741857        0.7947895242       0.03687347707
        14        0.8729631374        0.8003733537        0.0346598644
        15        0.7177353269        0.7948641519       0.03278412822
        16        0.8622083603        0.7990731649       0.03100413146
        17        0.7798333522        0.7979414113        0.0292010081
        18        0.8355317734        0.8000297647       0.02765330489
        19         0.768829113        0.7983876251       0.02624658019
        20        0.7997266935        0.7984545786       0.02493433658
        21        0.7909585615        0.7980976254        0.0237495421
        22        0.8678403845        0.8012677508       0.02288061587
        23        0.7763227993        0.8001831877       0.02191149607
        24        0.8182042071        0.8009340635       0.02101137885
        25          0.75221093        0.7989851381       0.02026110906
        26        0.8359798946        0.8004080134       0.01953173381
        27        0.7626886963        0.7990110016       0.01885823087
        28        0.8370831246        0.8003707203       0.01823367604
        29        0.7928708067        0.8001121026       0.01760676255
        30        0.7904846842        0.7997911887       0.01702279482
        31        0.8210628364        0.8004773709       0.01648749648
        32        0.8505878095        0.8020433221       0.01604645544
        33        0.8030359223        0.8020734009        0.0155602274
        34        0.7407695977        0.8002703478        0.0152066799
        35        0.7895290313        0.7999634531       0.01477529982
        36        0.8007977174        0.7999866271       0.01436489299
        37        0.8443761473        0.8011863438       0.01402666172
        38        0.8411008309        0.8022367251       0.01369681128
        39        0.7432489935        0.8007242191       0.01342886252
        40        0.7943481343         0.800564817       0.01309408698
        41         0.798616071        0.8005172866       0.01277480527
        42        0.8132124276        0.8008195519       0.01247421868
        43        0.7973636463         0.800739182       0.01218437948
        44        0.8774988766        0.8024837205       0.01203170361
        45        0.7820571966        0.8020297977       0.01177289193
        46        0.7780504978        0.8015085086       0.01152849474
        47        0.7848706561        0.8011545118       0.01128864127
        48        0.7893995825        0.8009096174       0.01105611727
        49        0.8598446827        0.8021123738       0.01089570766
        50        0.7838746172        0.8017476187       0.01068389721
        51         0.818300831        0.8020721915       0.01047933807
        52        0.7612546811        0.8012872394       0.01030716873
        53        0.8405880794        0.8020287647       0.01013933242
        54         0.785264688        0.8017183188       0.00995631848
        55        0.7911600914         0.801526351      0.009777144998
        56        0.7989758384        0.8014808061      0.009602659203
        57        0.8105174847        0.8016393444      0.009435500126
        58        0.8248103097        0.8020388438      0.009281272645
        59        0.8190413247        0.8023270214       0.00912843571
        60        0.7840225937        0.8020219476      0.008981391476
        61        0.7557075493        0.8012626952      0.008866189616
        62        0.8246498294         0.801639907      0.008731207105
        63        0.8238945553        0.8019931554      0.008599759433
        64        0.7960388974        0.8019001201      0.008465891421
        65        0.8101718674        0.8020273778      0.008336603339
        66        0.8125238685        0.8021864155      0.008211808012
        67        0.7465757749         0.801356406      0.008131082179
        68        0.8102347025        0.8014869691      0.008012555618
        69        0.7642294471        0.8009470051      0.007914604733
        70        0.8305811817        0.8013703504      0.007812852937
        71        0.8341723879         0.801832351      0.007716460495
        72        0.8303012304        0.8022277521      0.007619411122
        73        0.7821134501        0.8019522137      0.007520016081
        74        0.7666240577        0.8014748062      0.007433532881
        75        0.8094878346        0.8015816465      0.007335186864
        76        0.8180376629        0.8017981731      0.007241866353
        77        0.8062102325        0.8018554726      0.007148042821
        78        0.7993028666        0.8018227468       0.00705647616
        79        0.8232403159        0.8020938553        0.0069723597
        80         0.777340118        0.8017844336      0.006892067594
        81        0.8425452351        0.8022876534      0.006825326746
        82         0.778290232        0.8019950019      0.006748362188
        83        0.8228136701        0.8022458292      0.006671716444
        84        0.7914978937        0.8021178776      0.006593518076
        85         0.799479145        0.8020868337      0.006516020356
        86        0.7691070943        0.8017033483       0.00645152738
        87        0.8335500568        0.8020694025       0.00638774825
        88         0.750526265         0.801483685      0.006341956706
        89          0.77575711        0.8011946223      0.006277282961
        90        0.8330443224        0.8015485079      0.006217502625
        91        0.8758269517        0.8023647545      0.006202526283
        92        0.7836999434        0.8021618762      0.006138424596
        93        0.7869378755        0.8019981772      0.006074602392
        94        0.8363600152        0.8023637287      0.006020967815
        95        0.7827436383        0.8021572014      0.005961130235
        96        0.8242171149        0.8023869922      0.005903462476
        97        0.7948571733        0.8023093652       0.00584311239
        98        0.7433134731        0.8017073663      0.005814417195
        99        0.8119790604        0.8018111208       0.00575661135
       100        0.8298719845        0.8020917294      0.005705880335
