1 5.50927 0
2 5.48222 0.0270449
3 5.4596 0.0274865
4 5.5771 0.1191
5 5.56701 0.0928047
6 5.54237 0.0796825
7 5.52919 0.0686204
8 5.53265 0.0595275
9 5.51015 0.0571184
10 5.54663 0.06278
11 5.58604 0.0691202
12 5.50538 0.102408
13 5.45621 0.106265
14 5.43069 0.101636
15 5.46113 0.0993924
16 5.46301 0.0929922
17 5.49885 0.0944166
18 5.50089 0.0890402
19 5.50694 0.0844405
20 5.49142 0.0815957
21 5.48983 0.0776293
22 5.47903 0.0748012
23 5.49205 0.0726514
24 5.50424 0.0706193
25 5.49623 0.0682075
26 5.49527 0.0655388
27 5.49053 0.0632423
28 5.47888 0.0620457
29 5.47845 0.0598695
30 5.47778 0.0578433
31 5.48719 0.056731
32 5.48839 0.0549427
33 5.486 0.0533053
34 5.48019 0.0520392
35 5.46779 0.0520289
36 5.48221 0.0525789
37 5.48199 0.0511386
38 5.47593 0.0501427
39 5.4699 0.0492105
40 5.46923 0.0479691
41 5.4668 0.0468474
42 5.46092 0.046095
43 5.46182 0.0450192
44 5.45733 0.0442134
45 5.46283 0.0435683
46 5.47662 0.0447876
47 5.48425 0.0444833
48 5.4786 0.0439111
49 5.47322 0.0433418
50 5.47459 0.0424884
51 5.46679 0.0423706
52 5.46729 0.0415508
53 5.46625 0.0407726
54 5.47009 0.0401945
55 5.4722 0.0395133
56 5.4783 0.0392773
57 5.4811 0.0386833
58 5.47614 0.0383324
59 5.46942 0.0382712
60 5.46959 0.0376283
61 5.47411 0.0372809
62 5.46864 0.0370793
63 5.4661 0.0365746
64 5.4623 0.0361986
65 5.45955 0.0357435
66 5.46314 0.0353807
67 5.46141 0.0348915
68 5.46189 0.0343779
69 5.45713 0.0342084
70 5.45484 0.0337938
71 5.454 0.033325
72 5.45023 0.0330747
73 5.44919 0.0326349
74 5.44561 0.0323903
75 5.44324 0.0320432
76 5.43512 0.0326444
77 5.43536 0.0322186
78 5.42869 0.0324943
79 5.43072 0.0321444
80 5.43356 0.0318669
81 5.43567 0.0315416
82 5.43781 0.031228
83 5.4385 0.0308572
84 5.4423 0.0307241
85 5.44388 0.0304014
86 5.44293 0.0300608
87 5.44588 0.0298594
88 5.44055 0.0299966
89 5.44071 0.0296581
90 5.44227 0.0293678
91 5.44942 0.0299123
92 5.45095 0.0296249
93 5.45028 0.0293124
94 5.44872 0.0290408
95 5.44228 0.0294453
96 5.4407 0.0291801
97 5.44091 0.0288785
98 5.44045 0.0285861
99 5.44154 0.0283169
100 5.44982 0.0292296
