#    DISTANCE:     AVE_GOFR:            ERROR:
         0                   0                   0
0.0646330407                   0                   0
0.1292660814                   0                   0
0.1938991221                   0                   0
0.2585321628                   0                   0
0.3231652035                   0                   0
0.3877982442                   0                   0
0.4524312849                   0                   0
0.5170643256                   0                   0
0.5816973663                   0                   0
0.646330407                   0                   0
0.7109634477                   0                   0
0.7755964884                   0                   0
0.8402295291     1.342448579e-06     8.014035733e-07
0.9048625698     0.0006507566147     7.252607877e-06
0.9694956105      0.004669631887     2.074849361e-05
1.034128651      0.008893574417      3.59373351e-05
1.098761692       0.01000118865     3.999108215e-05
1.163394733       0.00928170686     3.344084019e-05
1.228027773      0.008058789517     3.850476249e-05
1.292660814       0.00699134417     2.621274248e-05
1.357293855      0.006357792977     1.343495426e-05
1.421926895      0.005748196439     2.208895546e-05
1.486559936      0.005494131523     1.719397915e-05
1.551192977       0.00514274119     1.406469578e-05
1.615826018      0.005011867054     1.153495428e-05
1.680459058      0.004852230507      1.21961781e-05
1.745092099      0.004758848181     1.210866495e-05
1.80972514      0.004651986136     1.162802949e-05
1.87435818      0.004542621129     8.695927256e-06
1.938991221      0.004547481881     1.150472578e-05
2.003624262      0.004530690553     1.031959223e-05
2.068257302      0.004505321723     9.652386717e-06
2.132890343      0.004544675511     9.861061029e-06
2.197523384      0.004520508184     1.032070721e-05
2.262156425      0.004517106864     1.166582734e-05
2.326789465      0.004463210992     8.250712952e-06
2.391422506      0.004371395086     1.046358227e-05
2.456055547      0.004385238837     9.574063651e-06
2.520688587      0.004341958549     7.948195832e-06
2.585321628      0.004377433095     8.409185218e-06
2.649954669      0.004356936044     5.591827016e-06
2.714587709      0.004325022363     5.903308419e-06
2.77922075      0.004331228078     7.898178726e-06
2.843853791       0.00428043685     7.301513324e-06
2.908486832      0.004309213025       6.3417667e-06
2.973119872      0.004271004012      6.54401886e-06
3.037752913      0.004216755882     5.545558893e-06
3.102385954      0.004236704179     4.855402559e-06
3.167018994      0.004230669745     6.097904887e-06
3.231652035      0.004270730959     6.620450861e-06
3.296285076      0.004240610665     5.019407955e-06
3.360918116      0.004282728347     8.222526734e-06
3.425551157      0.004201861633     6.223761066e-06
3.490184198       0.00426183345     6.011950031e-06
3.554817239      0.004248987562     5.305394714e-06
3.619450279      0.004214001663     5.941158631e-06
3.68408332      0.004171475219     5.521467174e-06
3.748716361      0.004212287214     4.511798028e-06
3.813349401      0.004145241553     5.610701999e-06
3.877982442      0.004222447431     5.492639131e-06
3.942615483      0.004194595593     4.053528037e-06
4.007248523      0.004212310462     3.844753133e-06
4.071881564      0.004183299046     5.086831906e-06
4.136514605       0.00415670028     5.418537179e-06
4.201147646       0.00418295756     4.105428795e-06
4.265780686        0.0042002914     4.855427143e-06
4.330413727      0.004180028761     4.814903558e-06
4.395046768      0.004188690857     3.426685927e-06
4.459679808      0.004174814077     3.366681652e-06
4.524312849      0.004186282095     3.991322836e-06
4.58894589      0.004182349309     4.662378395e-06
4.65357893      0.004164188492      5.20502462e-06
4.718211971      0.004188023868     4.904116595e-06
4.782845012      0.004176944921     3.210359423e-06
4.847478053       0.00418444492     3.451708802e-06
4.912111093      0.004133668131     4.611085358e-06
4.976744134      0.004187805313     3.327856031e-06
5.041377175      0.004178589577     3.874338569e-06
5.106010215      0.004199706722     3.580701513e-06
5.170643256       0.00415507237     3.625700259e-06
5.235276297      0.004195449186     3.569232452e-06
5.299909337      0.004184758686     2.475258223e-06
5.364542378      0.004165227554      4.33238401e-06
5.429175419      0.004155896846     3.691430579e-06
5.49380846      0.004174766679     3.643724438e-06
 5.5584415      0.004158248881     3.467014919e-06
5.623074541      0.004144483977       2.8686604e-06
5.687707582      0.004141035916     3.609407372e-06
5.752340622      0.004155910429     2.187330743e-06
5.816973663      0.004157657759     3.012724481e-06
5.881606704      0.004160306717     3.072209904e-06
5.946239744      0.004156017974     3.052117687e-06
6.010872785      0.004183775322     3.779678285e-06
6.075505826      0.004176850155     2.265267178e-06
6.140138867      0.004164087664     3.692344957e-06
6.204771907      0.004157178451     2.361164327e-06
6.269404948      0.004131069883     2.869492171e-06
6.334037989      0.004171680483     2.732037391e-06
6.398671029      0.004140583718     3.335551999e-06
