#    DISTANCE:     AVE_GOFR:            ERROR:
         0                   0                   0
0.0646330407                   0                   0
0.1292660814                   0                   0
0.1938991221                   0                   0
0.2585321628                   0                   0
0.3231652035                   0                   0
0.3877982442                   0                   0
0.4524312849                   0                   0
0.5170643256                   0                   0
0.5816973663                   0                   0
0.646330407                   0                   0
0.7109634477                   0                   0
0.7755964884                   0                   0
0.8402295291                   0     1.570148426e-06
0.9048625698     0.0006299138761     4.712617581e-05
0.9694956105      0.003458837102     0.0001604405319
1.034128651      0.009180091926     0.0002638222968
1.098761692       0.01079813995     0.0003237279135
1.163394733      0.009336400003     0.0002422176164
1.228027773      0.009506513948     0.0002903866346
1.292660814      0.007608946048     0.0002135683601
1.357293855      0.005872776099     0.0001889318683
1.421926895      0.004879719954     0.0001930230118
1.486559936      0.004567483039     0.0001643676881
1.551192977      0.005018781665     0.0001488794819
1.615826018      0.004979846995     0.0001533505346
1.680459058      0.004281617351     0.0001131150404
1.745092099      0.004053694962     0.0001202229585
1.80972514      0.004663011863     0.0001558556713
1.87435818      0.004448484754     0.0001603320226
1.938991221      0.004064395669     0.0001230170347
2.003624262      0.004327074653      9.08672108e-05
2.068257302      0.004345774448     8.208487894e-05
2.132890343      0.004125919259     8.766686104e-05
2.197523384      0.004068910145     9.919067629e-05
2.262156425      0.004411396829     7.548684883e-05
2.326789465      0.003876311479     0.0001143232936
2.391422506      0.004164737645     7.005071517e-05
2.456055547      0.004473038191     8.349698693e-05
2.520688587      0.003836122548     9.316592991e-05
2.585321628      0.003761394181     7.722511594e-05
2.649954669      0.004062122077     7.700665117e-05
2.714587709      0.003837065165     8.821098614e-05
2.77922075      0.003814342173     6.981104329e-05
2.843853791      0.004288315893     6.355220519e-05
2.908486832      0.004926918985     7.167836705e-05
2.973119872      0.004782646469     6.597535912e-05
3.037752913      0.004664406109     6.684109737e-05
3.102385954       0.00462064623     6.331322792e-05
3.167018994      0.004476866083     6.286607511e-05
3.231652035      0.004534782509      5.73016128e-05
3.296285076      0.004274054381     6.585837177e-05
3.360918116      0.004052397163     4.801441573e-05
3.425551157      0.004268744439      5.90521979e-05
3.490184198      0.004188187943      5.42097378e-05
3.554817239       0.00413718993     4.448652663e-05
3.619450279      0.003785971163     6.856292425e-05
3.68408332      0.003796035439      4.63506181e-05
3.748716361      0.004058942032     4.890292358e-05
3.813349401       0.00369601451     5.316886309e-05
3.877982442      0.004110656109     6.066920375e-05
3.942615483      0.003926312373     6.067140648e-05
4.007248523      0.004029339134     4.974542221e-05
4.071881564      0.003747730019     5.432547386e-05
4.136514605      0.003617906865      5.85566171e-05
4.201147646       0.00386994603     4.963347914e-05
4.265780686      0.004108049706     4.503563641e-05
4.330413727      0.004004357645     6.210836131e-05
4.395046768      0.004001889698     5.396824148e-05
4.459679808      0.004079889531     5.702959015e-05
4.524312849      0.004320075764     5.040203536e-05
4.58894589      0.004317779829      5.14192412e-05
4.65357893      0.003887920574     5.099158209e-05
4.718211971      0.004024685337     3.857765164e-05
4.782845012      0.004363440191     4.325117909e-05
4.847478053      0.004436916123     5.532615263e-05
4.912111093      0.003980519646     4.024633457e-05
4.976744134       0.00382620265       3.7774962e-05
5.041377175      0.003922316629      4.21303564e-05
5.106010215      0.003853618765     4.245686077e-05
5.170643256      0.003928178351     3.085883302e-05
5.235276297      0.003835885885     3.500573062e-05
5.299909337      0.004218573138     3.928080309e-05
5.364542378      0.004335146403     4.083406195e-05
5.429175419      0.004311075815     3.538967225e-05
5.49380846      0.003992376256     3.897394839e-05
 5.5584415      0.004028591436     3.616245353e-05
5.623074541      0.004147463974     3.632005189e-05
5.687707582      0.004164513878     2.139773802e-05
5.752340622      0.004417948744      3.85111067e-05
5.816973663      0.004470670516     3.199378653e-05
5.881606704      0.004122998004     2.293176325e-05
5.946239744      0.004256937802     3.248438668e-05
6.010872785      0.004254007195     3.534206929e-05
6.075505826       0.00416395705     3.152141297e-05
6.140138867      0.004225461617      2.44493008e-05
6.204771907       0.00397800848     2.607528745e-05
6.269404948        0.0038720032     2.580653713e-05
6.334037989      0.004017089444     2.921154702e-05
6.398671029      0.004191101889     2.624914244e-05
