#      BLOCK:      ACTUAL_TE:           TE_AVE:             ERROR:
       350               -0.84       -0.7702857143      0.004919408815
       351               -0.92       -0.7707122507      0.004923850064
       352               -0.84       -0.7709090909      0.004913794808
       353               -0.92       -0.7713314448      0.004917992437
       354               -0.84       -0.7715254237       0.00490792384
       355               -0.84       -0.7717183099      0.004897887541
       356               -0.84       -0.7719101124      0.004887883505
       357               -0.84       -0.7721008403      0.004877911691
       358               -0.84       -0.7722905028      0.004867972061
       359               -0.76       -0.7722562674      0.004854532634
       360               -0.76       -0.7722222222        0.0048411672
       361               -0.84       -0.7724099723      0.004831396054
       362               -0.68       -0.7721546961      0.004824788948
       363               -0.76       -0.7721212121      0.004811613706
       364               -0.76       -0.7720879121      0.004798510217
       365               -0.76       -0.7720547945      0.004785477895
       366               -0.84       -0.7722404372      0.004776002271
       367               -0.84       -0.7724250681      0.004766556041
       368               -0.84       -0.7726086957      0.004757139176
       369               -0.76       -0.7725745257      0.004744369917
       370               -0.76       -0.7725405405      0.004731669017
       371               -0.76       -0.7725067385      0.004719035928
       372               -0.76       -0.7724731183      0.004706470108
       373               -0.76       -0.7724396783      0.004693971021
       374               -0.76       -0.7724064171      0.004681538138
       375               -0.68            -0.77216      0.004675534736
       376               -0.76       -0.7721276596       0.00466321165
       377               -0.76       -0.7720954907      0.004650953345
       378               -0.76       -0.7720634921       0.00463875931
       379               -0.76       -0.7720316623      0.004626629041
       380               -0.76              -0.772       0.00461456204
       381               -0.68       -0.7717585302      0.004608763789
       382               -0.68       -0.7715183246       0.00460295438
       383               -0.76       -0.7714882507      0.004591034468
       384               -0.68            -0.77125      0.004585256462
       385               -0.68        -0.771012987      0.004579468237
       386               -0.76        -0.770984456      0.004567693206
       387               -0.68        -0.770749354      0.004561936789
       388               -0.68       -0.7705154639      0.004556171037
       389               -0.68       -0.7702827763      0.004550396412
       390               -0.76       -0.7702564103      0.004538805114
       391               -0.84       -0.7704347826      0.004530700525
       392               -0.84       -0.7706122449      0.004522616777
       393               -0.84       -0.7707888041      0.004514553892
       394               -0.76       -0.7707614213      0.004503178676
       395               -0.76       -0.7707341772      0.004491860636
       396               -0.84       -0.7709090909      0.004483921843
       397               -0.92       -0.7712846348      0.004488326321
       398               -0.92       -0.7716582915      0.004492575802
       399               -0.92       -0.7720300752      0.004496673407
       400               -0.92             -0.7724      0.004500622179
       401               -0.92       -0.7727680798      0.004504425092
       402               -0.84       -0.7729353234      0.004496323753
       403               -0.76       -0.7729032258      0.004485281187
       404               -0.76       -0.7728712871      0.004474292719
       405               -0.84        -0.773037037      0.004466314125
       406               -0.68       -0.7728078818      0.004461188166
       407               -0.76       -0.7727764128      0.004450338005
       408               -0.76        -0.772745098      0.004439540485
       409               -0.76       -0.7727139364      0.004428795225
       410               -0.84       -0.7728780488      0.004421032893
       411               -0.76       -0.7728467153      0.004410387156
       412               -0.68       -0.7726213592      0.004405436044
       413               -0.68       -0.7723970944      0.004400473681
       414               -0.76       -0.7723671498      0.004389946401
       415               -0.76       -0.7723373494      0.004379469363
       416               -0.76       -0.7723076923      0.004369042208
       417               -0.76       -0.7722781775       0.00435866458
