#    DISTANCE:     AVE_GOFR:            ERROR:
         0                   0                   0
0.0646330407                   0                   0
0.1292660814                   0                   0
0.1938991221                   0                   0
0.2585321628                   0                   0
0.3231652035                   0                   0
0.3877982442                   0                   0
0.4524312849                   0                   0
0.5170643256                   0                   0
0.5816973663                   0                   0
0.646330407                   0                   0
0.7109634477                   0                   0
0.7755964884                   0                   0
0.8402295291       0.00115246374     0.0001786981908
0.9048625698        0.1464315157       0.00162531083
0.9694956105         1.067101086      0.004669989216
1.034128651         2.034840973      0.008119495329
1.098761692         2.276007908      0.009065832338
1.163394733         2.086835576      0.007603653613
1.228027773         1.827046086      0.008778586724
1.292660814         1.613354982      0.005990625585
1.357293855         1.460346393       0.00307713372
1.421926895         1.336919718      0.005069324821
1.486559936         1.254589628      0.003953133593
1.551192977         1.187707987      0.003239069309
1.615826018         1.144645924      0.002660559716
1.680459058         1.115663869       0.00281706687
1.745092099          1.08676512      0.002800532261
1.80972514         1.073909059      0.002692655809
1.87435818         1.066825613      0.002015972782
1.938991221         1.059646652      0.002669969783
2.003624262         1.055163737      0.002397310736
2.068257302         1.058120362      0.002244405863
2.132890343         1.052704456      0.002294937223
2.197523384         1.045895633      0.002403891379
2.262156425         1.044471474      0.002719310384
2.326789465         1.037835752      0.001924659432
2.391422506         1.030566279      0.002442557613
2.456055547          1.02769369      0.002236386808
2.520688587         1.021943916      0.001857764884
2.585321628         1.016736403      0.001966682122
2.649954669         1.012226052      0.001308517416
2.714587709          1.00950074      0.001382149874
2.77922075         1.007881453      0.001850161649
2.843853791         1.005006211      0.001711230666
2.908486832         1.000955185       0.00148699484
2.973119872         1.000954863      0.001535106307
3.037752913         0.998657072      0.001301444626
3.102385954        0.9985462177      0.001139946146
3.167018994         0.996650148      0.001432224797
3.231652035        0.9960971588      0.001555545527
3.296285076        0.9966151774      0.001179793065
3.360918116        0.9942248388      0.001933351233
3.425551157        0.9928053652       0.00146387764
3.490184198        0.9930357034      0.001414517171
3.554817239        0.9939737607      0.001248666462
3.619450279        0.9915396019       0.00139872051
3.68408332        0.9895180632      0.001300291589
3.748716361        0.9918632768      0.001062815857
3.813349401        0.9888080573      0.001322036871
3.877982442        0.9899583733      0.001294557962
3.942615483        0.9887785569     0.0009556171913
4.007248523        0.9888790826     0.0009066215179
4.071881564         0.988177674      0.001199798623
4.136514605        0.9877386981      0.001278330695
4.201147646        0.9882357874     0.0009687613345
4.265780686        0.9907112961      0.001145987532
4.330413727        0.9875361423        0.0011366622
4.395046768        0.9888336189     0.0008091086047
4.459679808        0.9862164408     0.0007950980723
4.524312849        0.9872273409     0.0009427991457
4.58894589        0.9889530226      0.001101516901
4.65357893        0.9879838236      0.001229944475
4.718211971        0.9875965226      0.001159045311
4.782845012        0.9854342252     0.0007588712868
4.847478053        0.9866518155     0.0008160588111
4.912111093        0.9865269817      0.001090338639
4.976744134        0.9870246116      0.000787031047
5.041377175        0.9863323502     0.0009164150903
5.106010215        0.9854906057     0.0008470877627
5.170643256        0.9864082342     0.0008578595193
5.235276297        0.9854219147     0.0008446203148
5.299909337        0.9879192975     0.0005858252622
5.364542378        0.9864697656      0.001025495969
5.429175419        0.9879208788     0.0008738959691
5.49380846        0.9865368246     0.0008627147261
 5.5584415        0.9864892859     0.0008209803015
5.623074541         0.985218479     0.0006793760544
5.687707582        0.9858538959     0.0008549089087
5.752340622        0.9855204312     0.0005181435043
5.816973663        0.9858538556       0.00071374903
5.881606704        0.9843603961     0.0007279246143
5.946239744        0.9850940889     0.0007232444831
6.010872785        0.9863683088     0.0008957482854
6.075505826        0.9861734164     0.0005369042901
6.140138867        0.9857269563     0.0008752357106
6.204771907        0.9851890888     0.0005597490314
6.269404948        0.9850804104     0.0006803237699
6.334037989        0.9864359198     0.0006477983206
6.398671029        0.9863504496     0.0007909747385
