0.6 0.8
0.549855 0.490489
0.694575 0.345543
0.636419 0.505027
0.642527 0.568216
0.642527 0.568216
0.693137 0.518574
0.640307 0.59344
0.619147 0.592986
0.619147 0.592986
0.605247 0.556493
0.556757 0.599007
0.604075 0.590563
0.621247 0.601029
0.61765 0.605746
0.658509 0.647973
0.652819 0.641779
0.652819 0.641779
0.652729 0.628148
0.652729 0.628148
0.677493 0.604855
0.679037 0.63528
0.675099 0.644888
0.675099 0.644888
0.67679 0.657157
0.67679 0.657157
0.663671 0.679657
0.659821 0.658524
0.638672 0.654605
0.624015 0.635509
0.637112 0.650768
0.637112 0.650768
0.65458 0.632109
0.660824 0.632561
0.6544 0.630747
0.661601 0.640813
0.651361 0.633452
0.651361 0.633452
0.658336 0.62921
0.658336 0.62921
0.658336 0.62921
0.658759 0.639338
0.658759 0.639338
0.645019 0.651917
0.648969 0.656808
0.642615 0.669275
0.638479 0.658843
0.635396 0.656781
0.623823 0.653476
0.636328 0.641902
0.646283 0.633931
0.645535 0.643014
0.638318 0.65113
0.626855 0.658335
0.631952 0.664785
0.620098 0.676291
0.614698 0.674147
0.60314 0.663172
0.597986 0.660394
0.597986 0.660394
0.591547 0.657905
0.592598 0.659765
0.592294 0.662953
0.58621 0.658699
0.593447 0.6628
0.595269 0.669069
0.598652 0.667029
0.597904 0.670041
0.597904 0.670041
0.597904 0.670041
0.593794 0.671554
0.593794 0.671554
0.594178 0.680631
0.603666 0.673148
0.594161 0.667891
0.591576 0.674893
0.598013 0.673772
0.598222 0.682135
0.607155 0.680722
0.607155 0.680722
0.613336 0.680599
0.605915 0.688076
0.608016 0.689891
0.602581 0.699305
0.596846 0.699047
0.596846 0.699047
0.590671 0.70263
0.589299 0.700192
0.58037 0.697668
0.58037 0.697668
0.58037 0.697668
0.58037 0.697668
0.587616 0.695055
0.588364 0.703351
0.590685 0.700759
0.599749 0.700752
0.600657 0.691415
0.604989 0.698867
0.602177 0.70035
0.597177 0.694298
0.592101 0.703235
0.592101 0.703235
0.595835 0.703594
0.595835 0.703594
0.600372 0.695175
0.594504 0.698999
0.589373 0.706126
0.583066 0.711699
0.583066 0.711699
0.583066 0.711699
0.588207 0.70366
0.582725 0.710089
0.585169 0.71897
0.588301 0.7181
0.598254 0.712424
0.606161 0.722083
0.597345 0.717454
0.592683 0.726378
0.592683 0.726378
0.599467 0.723181
0.59747 0.724874
0.604042 0.71738
0.604862 0.722351
0.603689 0.723582
0.611622 0.725299
0.618896 0.732918
0.628779 0.729206
0.62029 0.735785
0.630084 0.73595
0.631591 0.745437
0.637788 0.750167
0.631287 0.759226
0.631232 0.767076
0.631232 0.767076
0.639218 0.7743
0.635489 0.771091
0.632488 0.780841
0.640131 0.772463
0.635511 0.776223
0.63731 0.767374
0.633455 0.7635
0.628062 0.76733
0.628062 0.76733
0.636877 0.776302
0.626888 0.780447
0.630964 0.788572
0.630964 0.788572
0.637145 0.796926
0.646004 0.805666
0.650441 0.81146
0.65574 0.809363
0.648241 0.799564
0.648241 0.799564
0.648241 0.799564
0.640572 0.806885
0.641107 0.799066
0.645512 0.799629
0.644634 0.800936
0.644634 0.800936
0.64289 0.794455
0.647643 0.791636
0.645547 0.794306
0.654362 0.786721
0.661393 0.776733
0.670918 0.7765
0.679545 0.768365
0.679545 0.768365
0.677674 0.765587
0.676317 0.764907
0.676317 0.764907
0.679313 0.773776
0.679313 0.773776
0.679313 0.773776
0.679313 0.773776
0.679313 0.773776
0.679313 0.773776
0.682523 0.765552
0.682523 0.765552
