#      STEP:           E_AVE:             ERROR:
       746       -0.4405506661      0.001055284281
       747       -0.4446240557     0.0008281929691
       748       -0.4426213884     0.0008947272343
       749       -0.4443108213     0.0008727209605
       750       -0.4446236029     0.0008314771461
       751       -0.4436154191      0.000806185888
       752       -0.4447360601     0.0007146473053
       753       -0.4448370305     0.0007800378263
       754       -0.4431935184     0.0006892685211
       755       -0.4449402774     0.0008843343364
       756        -0.441819834     0.0008503752539
       757       -0.4417987741     0.0009826482735
       758       -0.4413697518     0.0009015922916
       759       -0.4437329601     0.0008423066155
       760       -0.4422783061     0.0008561063556
       761       -0.4429317156     0.0008878891471
       762        -0.442866116     0.0008714309212
       763       -0.4423442395      0.001006662183
       764       -0.4439873105      0.000824349329
       765       -0.4438335256     0.0008913816082
       766       -0.4412970305      0.001049710387
       767       -0.4426075307     0.0007735563819
       768       -0.4435250047     0.0008667600469
       769       -0.4429223399     0.0008967608891
       770       -0.4434506093      0.000803773023
       771       -0.4435540272     0.0008734485653
       772       -0.4421487172     0.0008684960857
       773       -0.4435109416      0.000806447342
       774       -0.4437682559      0.000793676153
       775       -0.4441161707     0.0007828348598
       776       -0.4436306335     0.0008564836651
       777       -0.4439856257     0.0007923985529
       778       -0.4438802026     0.0008000210567
       779       -0.4432733326     0.0008053447829
       780        -0.442965632     0.0007725002727
       781       -0.4414887618       0.00077486905
       782       -0.4413139227     0.0007433025803
       783        -0.442626053     0.0008208444415
       784       -0.4405748058     0.0007234970272
       785       -0.4419348444     0.0008027894134
       786       -0.4424879795     0.0006509821359
       787       -0.4392577172     0.0007383840255
       788       -0.4430671197     0.0008138787746
       789        -0.444396676     0.0007131419685
       790       -0.4437909501     0.0007306507492
       791       -0.4419124187     0.0007506822738
       792       -0.4427633175       0.00086511062
       793       -0.4432023386     0.0007775226263
       794       -0.4401205726     0.0007206335705
       795       -0.4416686632     0.0007683094683
       796       -0.4411668489     0.0006887752704
       797       -0.4424981146     0.0008157660742
       798       -0.4413009385     0.0006740892916
       799       -0.4411220904     0.0008090008703
       800       -0.4419203581     0.0007286714437
       801       -0.4428570757     0.0007458390224
       802       -0.4425933053     0.0009015956348
       803        -0.443029469     0.0008629983696
       804       -0.4445942583     0.0007663302174
       805       -0.4430531203     0.0008916244203
       806       -0.4439370121     0.0008593500652
       807       -0.4436881795     0.0007890991204
       808       -0.4448712447     0.0007164246987
       809       -0.4440648756     0.0008166663173
       810       -0.4437829174     0.0008356550217
       811       -0.4423727651     0.0007972208245
       812       -0.4435978096     0.0007964776863
       813       -0.4404967783     0.0008116000757
       814       -0.4409623213     0.0007399922036
       815        -0.440800746     0.0008492905553
       816        -0.443417636     0.0007376685121
       817       -0.4417803887     0.0008971158931
       818       -0.4444468576     0.0006659726339
       819       -0.4453675249     0.0007220746223
       820       -0.4416644947     0.0007773236712
       821       -0.4437658488     0.0008039055896
       822       -0.4421721113     0.0007073240148
       823       -0.4433963504     0.0008383546939
       824         -0.44313007     0.0006722640921
       825       -0.4449205424     0.0007054020945
       826       -0.4440481868     0.0008256414437
       827       -0.4422823549     0.0007685591654
       828        -0.444747156     0.0007165004276
       829       -0.4424416377     0.0007936893361
       830       -0.4425519754     0.0008077205179
       831       -0.4431538992     0.0006594533977
       832       -0.4416574121     0.0007730748934
       833       -0.4443440116      0.000822431474
       834       -0.4434384217     0.0006880735575
       835       -0.4440899972     0.0007883165086
       836       -0.4428092774     0.0007362564984
       837       -0.4447845743      0.000676717189
       838       -0.4446339612     0.0008010717271
       839       -0.4421176647     0.0009776994577
       840       -0.4439284156     0.0007657185084
       841       -0.4435673801     0.0009469828366
       842       -0.4429507252     0.0009408181692
       843       -0.4386399195     0.0008771234091
       844        -0.444720204     0.0007633644427
       845       -0.4405664807      0.001083270906
       846       -0.4416936018     0.0008765099403
       847       -0.4446974352     0.0008408053027
       848       -0.4429725566     0.0008955341165
       849       -0.4430282785     0.0008841872313
       850       -0.4416571081     0.0008549997793
       851       -0.4407165816      0.001003811237
       852       -0.4410511824     0.0009053390094
       853       -0.4432404896     0.0008332461766
       854       -0.4403069894     0.0007873618192
       855       -0.4430341443     0.0009150783471
       856         -0.44126882     0.0009067542568
       857       -0.4436391544     0.0008145635514
       858        -0.443839401     0.0009048710888
       859       -0.4425749096     0.0008513492583
       860        -0.440210236     0.0009362036927
       861       -0.4429497972     0.0007114913513
       862       -0.4420300909      0.000809521628
       863       -0.4424618994     0.0009714051715
       864       -0.4444635881     0.0008630816182
       865       -0.4454771513     0.0007520624314
       866       -0.4426543925     0.0008883952853
       867       -0.4427551568     0.0008758587016
       868       -0.4407545102     0.0009436064181
       869       -0.4451004411      0.000809444994
       870       -0.4433268968     0.0008642296249
       871       -0.4401286448     0.0008218630202
       872       -0.4423382221     0.0009091655001
       873       -0.4433011807      0.000904156727
       874       -0.4437220651     0.0007985060678
       875       -0.4428579462      0.001015919018
       876       -0.4432013908     0.0008997871668
       877        -0.443970885     0.0007946447634
       878        -0.444026804     0.0007910772824
       879       -0.4418347614     0.0009536738782
       880       -0.4422492336     0.0008166012721
       881       -0.4428085247     0.0009244179188
       882       -0.4435737434     0.0008310985608
       883        -0.441054739     0.0008236430605
       884       -0.4408687902     0.0008478774536
       885       -0.4430814624     0.0009078785267
       886        -0.438753113     0.0008192082328
       887       -0.4410268513     0.0008001111829
       888       -0.4403240071     0.0007931773075
       889        -0.442919199      0.000920326401
       890       -0.4389398796     0.0007585384214
       891       -0.4416893657     0.0009119746807
       892       -0.4411381969     0.0007843106666
       893       -0.4423180315     0.0008303093422
       894        -0.443955384     0.0007088103585
       895       -0.4402089866     0.0008980862553
       896       -0.4427118525     0.0008168274951
       897       -0.4418917852     0.0007935171679
       898       -0.4438377862      0.000873590897
       899        -0.443545459     0.0007456809556
       900       -0.4424851788     0.0009130228591
       901       -0.4404046396     0.0008062912302
       902       -0.4422386361     0.0008457739553
       903       -0.4432194819     0.0008285091533
       904        -0.440630129     0.0008701614744
       905       -0.4423903561     0.0009336398149
       906       -0.4439434936     0.0009007751365
       907        -0.441631484     0.0008357693104
       908       -0.4429824358     0.0009556572041
       909       -0.4399373306     0.0008495756621
       910       -0.4443096381     0.0008771536781
       911       -0.4440700379     0.0008000727483
       912       -0.4443527486     0.0008990377399
       913       -0.4428780543     0.0007545830167
       914       -0.4445127312     0.0007787016279
       915       -0.4442133443     0.0008292941348
       916       -0.4420647179     0.0009508755557
       917       -0.4443236281     0.0008220395353
       918       -0.4445325077     0.0007171064321
       919       -0.4443575322      0.000817929537
       920       -0.4452182675     0.0006756769618
       921        -0.444722988     0.0008432811093
       922       -0.4419847678      0.000881752515
       923        -0.443705486      0.000787616057
       924       -0.4419493455     0.0008154781762
       925       -0.4454990756     0.0007147599191
       926       -0.4430365502     0.0007872459795
       927       -0.4423292127     0.0008516626105
       928       -0.4428981237     0.0009126268014
       929        -0.444570497      0.000812267026
       930       -0.4426172438     0.0008121334175
       931       -0.4432603752     0.0009303302413
       932         -0.44413054     0.0007826034223
       933       -0.4438598303     0.0007278075671
       934       -0.4429913572     0.0008639825963
       935        -0.442871507     0.0007741430419
       936       -0.4432341125     0.0007203325992
       937       -0.4435991003     0.0008595539252
       938       -0.4423647279     0.0007856973793
       939       -0.4448181829     0.0007716074179
       940       -0.4445319558     0.0009011809714
       941       -0.4435444697     0.0007526871126
       942       -0.4443054897     0.0006853318221
       943       -0.4447335748     0.0007110424071
       944       -0.4438558746     0.0008376218102
       945       -0.4426164183     0.0007482038072
       946       -0.4453892787     0.0008207690363
       947        -0.444397941     0.0007080693591
       948       -0.4441218985     0.0007431775334
       949       -0.4431823947     0.0007357172542
       950       -0.4438747157     0.0008524355624
       951        -0.442593672     0.0008248177837
       952       -0.4420635021     0.0007009910354
       953       -0.4440082545     0.0006745676871
       954       -0.4440295227     0.0006856208862
       955       -0.4435701865     0.0008140726489
       956        -0.443023441     0.0009368652539
       957       -0.4430012846     0.0007262912898
       958       -0.4442693354     0.0007987443614
       959       -0.4428779013     0.0007476010397
       960       -0.4421846732     0.0007967568443
       961       -0.4445943168     0.0008640177095
       962       -0.4428759938     0.0007325636091
       963       -0.4432898763     0.0007058897803
       964       -0.4434157245     0.0006224248445
       965         -0.44319532     0.0007618994354
       966       -0.4441415563     0.0007342308077
       967         -0.44395697     0.0007575928434
       968       -0.4438337253      0.000752015979
       969       -0.4438068638     0.0007304275081
       970       -0.4453141077     0.0008005142412
       971       -0.4439452256     0.0008651026034
       972       -0.4426737428     0.0006958120024
       973       -0.4446496067     0.0006791774476
       974       -0.4436847211     0.0007740867974
       975       -0.4424416943     0.0007755255824
       976       -0.4447801132     0.0007459518702
       977        -0.443719615     0.0007957724072
       978       -0.4433266562     0.0006941930955
       979       -0.4444817382     0.0007342024126
       980       -0.4437997576     0.0007419529926
       981       -0.4446848731     0.0007522484834
       982       -0.4423641021     0.0008967094718
       983       -0.4446353995     0.0008160395364
       984       -0.4444251922     0.0007202526695
       985       -0.4451947317     0.0007960901309
       986        -0.445523182     0.0007452663883
       987       -0.4425169333       0.00078118226
       988       -0.4442352177     0.0008755967362
       989       -0.4433274675     0.0008035584735
       990       -0.4437733666     0.0007979357268
       991       -0.4432726694     0.0007886935469
       992       -0.4438186175     0.0008234618393
       993        -0.445354911     0.0007902459342
       994       -0.4440049344     0.0007799456972
       995       -0.4426555035     0.0008677642488
       996       -0.4438605777     0.0008740898538
       997       -0.4451927127     0.0008282588396
       998       -0.4425173455     0.0008019036409
       999       -0.4445132429     0.0008232079214
